C-R
f	тву	юву
1360	0.337	0.863
1361	0.337	0.863
1362	0.337	0.863
1363	0.336	0.864
1364	0.336	0.864
1365	0.336	0.864
1366	0.336	0.864
1367	0.336	0.864
1368	0.335	0.864
1369	0.335	0.865
1370	0.335	0.865
1371	0.335	0.865
1372	0.335	0.865
1373	0.334	0.865
1374	0.334	0.865
1375	0.334	0.866
1376	0.334	0.866
1377	0.334	0.866
1378	0.333	0.866
1379	0.333	0.866
1380	0.333	0.866
1381	0.333	0.866
1382	0.333	0.867
1383	0.332	0.867
1384	0.332	0.867
1385	0.332	0.867
1386	0.332	0.867
1387	0.332	0.867
1388	0.331	0.868
1389	0.331	0.868
1390	0.331	0.868
1391	0.331	0.868
1392	0.331	0.868
1393	0.33	0.868
1394	0.33	0.868
1395	0.33	0.869
1396	0.33	0.869
1397	0.33	0.869
1398	0.329	0.869
1399	0.329	0.869
1400	0.329	0.869
1401	0.329	0.87
1402	0.329	0.87
1403	0.328	0.87
1404	0.328	0.87
1405	0.328	0.87
1406	0.328	0.87
1407	0.328	0.87
1408	0.327	0.871
1409	0.327	0.871
1410	0.327	0.871
1411	0.327	0.871
1412	0.327	0.871
1413	0.327	0.871
1414	0.326	0.871
1415	0.326	0.872
1416	0.326	0.872
1417	0.326	0.872
1418	0.326	0.872
1419	0.325	0.872
1420	0.325	0.872
1421	0.325	0.873
1422	0.325	0.873
1423	0.325	0.873
1424	0.324	0.873
1425	0.324	0.873
1426	0.324	0.873
1427	0.324	0.873
1428	0.324	0.874
1429	0.323	0.874
1430	0.323	0.874
1431	0.323	0.874
1432	0.323	0.874
1433	0.323	0.874
1434	0.323	0.874
1435	0.322	0.875
1436	0.322	0.875
1437	0.322	0.875
1438	0.322	0.875
1439	0.322	0.875
1440	0.321	0.875
1441	0.321	0.875
1442	0.321	0.876
1443	0.321	0.876
1444	0.321	0.876
1445	0.32	0.876
1446	0.32	0.876
1447	0.32	0.876
1448	0.32	0.876
1449	0.32	0.877
1450	0.32	0.877
1451	0.319	0.877
1452	0.319	0.877
1453	0.319	0.877
1454	0.319	0.877
1455	0.319	0.877
1456	0.318	0.877
1457	0.318	0.878
1458	0.318	0.878
1459	0.318	0.878
1460	0.318	0.878
1461	0.318	0.878
1462	0.317	0.878
1463	0.317	0.878
1464	0.317	0.879
1465	0.317	0.879
1466	0.317	0.879
1467	0.316	0.879
1468	0.316	0.879
1469	0.316	0.879
1470	0.316	0.879
1471	0.316	0.88
1472	0.316	0.88
1473	0.315	0.88
1474	0.315	0.88
1475	0.315	0.88
1476	0.315	0.88
1477	0.315	0.88
1478	0.314	0.88
1479	0.314	0.881
1480	0.314	0.881
1481	0.314	0.881
1482	0.314	0.881
1483	0.314	0.881
1484	0.313	0.881
1485	0.313	0.881
1486	0.313	0.882
1487	0.313	0.882
1488	0.313	0.882
1489	0.312	0.882
1490	0.312	0.882
1491	0.312	0.882
1492	0.312	0.882
1493	0.312	0.882
1494	0.312	0.883
1495	0.311	0.883
1496	0.311	0.883
1497	0.311	0.883
1498	0.311	0.883
1499	0.311	0.883
1500	0.311	0.883
1501	0.31	0.884
1502	0.31	0.884
1503	0.31	0.884
1504	0.31	0.884
1505	0.31	0.884
1506	0.309	0.884
1507	0.309	0.884
1508	0.309	0.884
1509	0.309	0.885
1510	0.309	0.885
1511	0.309	0.885
1512	0.308	0.885
1513	0.308	0.885
1514	0.308	0.885
1515	0.308	0.885
1516	0.308	0.885
1517	0.308	0.886
1518	0.307	0.886
1519	0.307	0.886
1520	0.307	0.886
1521	0.307	0.886
1522	0.307	0.886
1523	0.307	0.886
1524	0.306	0.886
1525	0.306	0.887
1526	0.306	0.887
1527	0.306	0.887
1528	0.306	0.887
1529	0.305	0.887
1530	0.305	0.887
1531	0.305	0.887
1532	0.305	0.887
1533	0.305	0.888
1534	0.305	0.888
1535	0.304	0.888
1536	0.304	0.888
1537	0.304	0.888
1538	0.304	0.888
1539	0.304	0.888
1540	0.304	0.888
1541	0.303	0.889
1542	0.303	0.889
1543	0.303	0.889
1544	0.303	0.889
1545	0.303	0.889
1546	0.303	0.889
1547	0.302	0.889
1548	0.302	0.889
1549	0.302	0.889
1550	0.302	0.89
1551	0.302	0.89
1552	0.302	0.89
1553	0.301	0.89
1554	0.301	0.89
1555	0.301	0.89
1556	0.301	0.89
1557	0.301	0.89
1558	0.301	0.891
1559	0.3	0.891
1560	0.3	0.891
1561	0.3	0.891
1562	0.3	0.891
1563	0.3	0.891
1564	0.3	0.891
1565	0.299	0.891
1566	0.299	0.891
1567	0.299	0.892
1568	0.299	0.892
1569	0.299	0.892
1570	0.299	0.892
1571	0.298	0.892
1572	0.298	0.892
1573	0.298	0.892
1574	0.298	0.892
1575	0.298	0.893
1576	0.298	0.893
1577	0.298	0.893
1578	0.297	0.893
1579	0.297	0.893
1580	0.297	0.893
1581	0.297	0.893
1582	0.297	0.893
1583	0.297	0.893
1584	0.296	0.894
1585	0.296	0.894
1586	0.296	0.894
1587	0.296	0.894
1588	0.296	0.894
1589	0.296	0.894
1590	0.295	0.894
1591	0.295	0.894
1592	0.295	0.894
1593	0.295	0.895
1594	0.295	0.895
1595	0.295	0.895
1596	0.294	0.895
1597	0.294	0.895
1598	0.294	0.895
1599	0.294	0.895
1600	0.294	0.895
1601	0.294	0.895
1602	0.294	0.896
1603	0.293	0.896
1604	0.293	0.896
1605	0.293	0.896
1606	0.293	0.896
1607	0.293	0.896
1608	0.293	0.896
1609	0.292	0.896
1610	0.292	0.896
1611	0.292	0.897
1612	0.292	0.897
1613	0.292	0.897
1614	0.292	0.897
1615	0.291	0.897
1616	0.291	0.897
1617	0.291	0.897
1618	0.291	0.897
1619	0.291	0.897
1620	0.291	0.898
1621	0.291	0.898
1622	0.29	0.898
1623	0.29	0.898
1624	0.29	0.898
1625	0.29	0.898
1626	0.29	0.898
1627	0.29	0.898
1628	0.289	0.898
1629	0.289	0.899
1630	0.289	0.899
1631	0.289	0.899
1632	0.289	0.899
1633	0.289	0.899
1634	0.289	0.899
1635	0.288	0.899
1636	0.288	0.899
1637	0.288	0.899
1638	0.288	0.899
1639	0.288	0.9
1640	0.288	0.9
1641	0.287	0.9
1642	0.287	0.9
1643	0.287	0.9
1644	0.287	0.9
1645	0.287	0.9
1646	0.287	0.9
1647	0.287	0.9
1648	0.286	0.901
1649	0.286	0.901
1650	0.286	0.901
1651	0.286	0.901
1652	0.286	0.901
1653	0.286	0.901
1654	0.285	0.901
1655	0.285	0.901
1656	0.285	0.901
1657	0.285	0.901
1658	0.285	0.902
1659	0.285	0.902
1660	0.285	0.902
1661	0.284	0.902
1662	0.284	0.902
1663	0.284	0.902
1664	0.284	0.902
1665	0.284	0.902
1666	0.284	0.902
1667	0.284	0.902
1668	0.283	0.903
1669	0.283	0.903
1670	0.283	0.903
1671	0.283	0.903
1672	0.283	0.903
1673	0.283	0.903
1674	0.283	0.903
1675	0.282	0.903
1676	0.282	0.903
1677	0.282	0.903
1678	0.282	0.904
1679	0.282	0.904
1680	0.282	0.904
1681	0.281	0.904
1682	0.281	0.904
1683	0.281	0.904
1684	0.281	0.904
1685	0.281	0.904
1686	0.281	0.904
1687	0.281	0.904
1688	0.28	0.905
1689	0.28	0.905
1690	0.28	0.905
1691	0.28	0.905
1692	0.28	0.905
1693	0.28	0.905
1694	0.28	0.905
1695	0.279	0.905
1696	0.279	0.905
1697	0.279	0.905
1698	0.279	0.905
1699	0.279	0.906
1700	0.279	0.906
1701	0.279	0.906
1702	0.278	0.906
1703	0.278	0.906
1704	0.278	0.906
1705	0.278	0.906
1706	0.278	0.906
1707	0.278	0.906
1708	0.278	0.906
1709	0.277	0.907
1710	0.277	0.907
1711	0.277	0.907
1712	0.277	0.907
1713	0.277	0.907
1714	0.277	0.907
1715	0.277	0.907
1716	0.276	0.907
1717	0.276	0.907
1718	0.276	0.907
1719	0.276	0.907
1720	0.276	0.908
1721	0.276	0.908
1722	0.276	0.908
1723	0.275	0.908
1724	0.275	0.908
1725	0.275	0.908
1726	0.275	0.908
1727	0.275	0.908
1728	0.275	0.908
1729	0.275	0.908
1730	0.274	0.908
1731	0.274	0.909
1732	0.274	0.909
1733	0.274	0.909
1734	0.274	0.909
1735	0.274	0.909
1736	0.274	0.909
1737	0.273	0.909
1738	0.273	0.909
1739	0.273	0.909
1740	0.273	0.909
1741	0.273	0.909
1742	0.273	0.91
1743	0.273	0.91
1744	0.273	0.91
1745	0.272	0.91
1746	0.272	0.91
1747	0.272	0.91
1748	0.272	0.91
1749	0.272	0.91
1750	0.272	0.91
1751	0.272	0.91
1752	0.271	0.91
1753	0.271	0.911
1754	0.271	0.911
1755	0.271	0.911
1756	0.271	0.911
1757	0.271	0.911
1758	0.271	0.911
1759	0.27	0.911
1760	0.27	0.911
1761	0.27	0.911
1762	0.27	0.911
1763	0.27	0.911
1764	0.27	0.912
1765	0.27	0.912
1766	0.27	0.912
1767	0.269	0.912
1768	0.269	0.912
1769	0.269	0.912
1770	0.269	0.912
1771	0.269	0.912
1772	0.269	0.912
1773	0.269	0.912
1774	0.268	0.912
1775	0.268	0.912
1776	0.268	0.913
1777	0.268	0.913
1778	0.268	0.913
1779	0.268	0.913
1780	0.268	0.913
1781	0.268	0.913
1782	0.267	0.913
1783	0.267	0.913
1784	0.267	0.913
1785	0.267	0.913
1786	0.267	0.913
1787	0.267	0.914
1788	0.267	0.914
1789	0.266	0.914
1790	0.266	0.914
1791	0.266	0.914
1792	0.266	0.914
1793	0.266	0.914
1794	0.266	0.914
1795	0.266	0.914
1796	0.266	0.914
1797	0.265	0.914
1798	0.265	0.914
1799	0.265	0.915
1800	0.265	0.915
1801	0.265	0.915
1802	0.265	0.915
1803	0.265	0.915
1804	0.264	0.915
1805	0.264	0.915
1806	0.264	0.915
1807	0.264	0.915
1808	0.264	0.915
1809	0.264	0.915
1810	0.264	0.915
1811	0.264	0.916
1812	0.263	0.916
1813	0.263	0.916
1814	0.263	0.916
1815	0.263	0.916
1816	0.263	0.916
1817	0.263	0.916
1818	0.263	0.916
1819	0.263	0.916
1820	0.262	0.916
1821	0.262	0.916
1822	0.262	0.916
1823	0.262	0.916
1824	0.262	0.917
1825	0.262	0.917
1826	0.262	0.917
1827	0.262	0.917
1828	0.261	0.917
1829	0.261	0.917
1830	0.261	0.917
1831	0.261	0.917
1832	0.261	0.917
1833	0.261	0.917
1834	0.261	0.917
1835	0.26	0.917
1836	0.26	0.918
1837	0.26	0.918
1838	0.26	0.918
1839	0.26	0.918
1840	0.26	0.918
1841	0.26	0.918
1842	0.26	0.918
1843	0.259	0.918
1844	0.259	0.918
1845	0.259	0.918
1846	0.259	0.918
1847	0.259	0.918
1848	0.259	0.918
1849	0.259	0.919
1850	0.259	0.919
1851	0.258	0.919
1852	0.258	0.919
1853	0.258	0.919
1854	0.258	0.919
1855	0.258	0.919
1856	0.258	0.919
1857	0.258	0.919
1858	0.258	0.919
1859	0.257	0.919
1860	0.257	0.919
1861	0.257	0.919
1862	0.257	0.92
1863	0.257	0.92
1864	0.257	0.92
1865	0.257	0.92
1866	0.257	0.92
1867	0.257	0.92
1868	0.256	0.92
1869	0.256	0.92
1870	0.256	0.92
1871	0.256	0.92
1872	0.256	0.92
1873	0.256	0.92
1874	0.256	0.92
1875	0.256	0.921
1876	0.255	0.921
1877	0.255	0.921
1878	0.255	0.921
1879	0.255	0.921
1880	0.255	0.921
1881	0.255	0.921
1882	0.255	0.921
1883	0.255	0.921
1884	0.254	0.921
1885	0.254	0.921
1886	0.254	0.921
1887	0.254	0.921
1888	0.254	0.921
1889	0.254	0.922
1890	0.254	0.922
1891	0.254	0.922
1892	0.253	0.922
1893	0.253	0.922
1894	0.253	0.922
1895	0.253	0.922
1896	0.253	0.922
1897	0.253	0.922
1898	0.253	0.922
1899	0.253	0.922
1900	0.253	0.922
1901	0.252	0.922
1902	0.252	0.923
1903	0.252	0.923
1904	0.252	0.923
1905	0.252	0.923
1906	0.252	0.923
1907	0.252	0.923
1908	0.252	0.923
1909	0.251	0.923
1910	0.251	0.923
1911	0.251	0.923
1912	0.251	0.923
1913	0.251	0.923
1914	0.251	0.923
1915	0.251	0.923
1916	0.251	0.924
1917	0.25	0.924
1918	0.25	0.924
1919	0.25	0.924
1920	0.25	0.924
1921	0.25	0.924
1922	0.25	0.924
1923	0.25	0.924
1924	0.25	0.924
1925	0.25	0.924
1926	0.249	0.924
1927	0.249	0.924
1928	0.249	0.924
1929	0.249	0.924
1930	0.249	0.924
1931	0.249	0.925
1932	0.249	0.925
1933	0.249	0.925
1934	0.249	0.925
1935	0.248	0.925
1936	0.248	0.925
1937	0.248	0.925
1938	0.248	0.925
1939	0.248	0.925
1940	0.248	0.925
1941	0.248	0.925
1942	0.248	0.925
1943	0.247	0.925
1944	0.247	0.925
1945	0.247	0.926
1946	0.247	0.926
1947	0.247	0.926
1948	0.247	0.926
1949	0.247	0.926
1950	0.247	0.926
1951	0.247	0.926
1952	0.246	0.926
1953	0.246	0.926
1954	0.246	0.926
1955	0.246	0.926
1956	0.246	0.926
1957	0.246	0.926
1958	0.246	0.926
1959	0.246	0.926
1960	0.246	0.927
1961	0.245	0.927
1962	0.245	0.927
1963	0.245	0.927
1964	0.245	0.927
1965	0.245	0.927
1966	0.245	0.927
1967	0.245	0.927
1968	0.245	0.927
1969	0.245	0.927
1970	0.244	0.927
1971	0.244	0.927
1972	0.244	0.927
1973	0.244	0.927
1974	0.244	0.927
1975	0.244	0.928
1976	0.244	0.928
1977	0.244	0.928
1978	0.244	0.928
1979	0.243	0.928
1980	0.243	0.928
1981	0.243	0.928
1982	0.243	0.928
1983	0.243	0.928
1984	0.243	0.928
1985	0.243	0.928
1986	0.243	0.928
1987	0.243	0.928
1988	0.242	0.928
1989	0.242	0.928
1990	0.242	0.929
1991	0.242	0.929
1992	0.242	0.929
1993	0.242	0.929
1994	0.242	0.929
1995	0.242	0.929
1996	0.242	0.929
1997	0.241	0.929
1998	0.241	0.929
1999	0.241	0.929
2000	0.241	0.929
2001	0.241	0.929
2002	0.241	0.929
2003	0.241	0.929
2004	0.241	0.929
2005	0.241	0.929
2006	0.24	0.93
2007	0.24	0.93
2008	0.24	0.93
2009	0.24	0.93
2010	0.24	0.93
2011	0.24	0.93
2012	0.24	0.93
2013	0.24	0.93
2014	0.24	0.93
2015	0.239	0.93
2016	0.239	0.93
2017	0.239	0.93
2018	0.239	0.93
2019	0.239	0.93
2020	0.239	0.93
2021	0.239	0.93
2022	0.239	0.931
2023	0.239	0.931
2024	0.238	0.931
2025	0.238	0.931
2026	0.238	0.931
2027	0.238	0.931
2028	0.238	0.931
2029	0.238	0.931
2030	0.238	0.931
2031	0.238	0.931
2032	0.238	0.931
2033	0.238	0.931
2034	0.237	0.931
2035	0.237	0.931
2036	0.237	0.931
2037	0.237	0.931
2038	0.237	0.932
2039	0.237	0.932
2040	0.237	0.932
2041	0.237	0.932
2042	0.237	0.932
2043	0.236	0.932
2044	0.236	0.932
2045	0.236	0.932
2046	0.236	0.932
2047	0.236	0.932
2048	0.236	0.932
2049	0.236	0.932
2050	0.236	0.932
2051	0.236	0.932
2052	0.236	0.932
2053	0.235	0.932
2054	0.235	0.932
2055	0.235	0.933
2056	0.235	0.933
2057	0.235	0.933
2058	0.235	0.933
2059	0.235	0.933
2060	0.235	0.933
2061	0.235	0.933
2062	0.234	0.933
2063	0.234	0.933
2064	0.234	0.933
2065	0.234	0.933
2066	0.234	0.933
2067	0.234	0.933
2068	0.234	0.933
2069	0.234	0.933
2070	0.234	0.933
2071	0.234	0.933
2072	0.233	0.934
2073	0.233	0.934
2074	0.233	0.934
2075	0.233	0.934
2076	0.233	0.934
2077	0.233	0.934
2078	0.233	0.934
2079	0.233	0.934
2080	0.233	0.934
2081	0.233	0.934
2082	0.232	0.934
2083	0.232	0.934
2084	0.232	0.934
2085	0.232	0.934
2086	0.232	0.934
2087	0.232	0.934
2088	0.232	0.934
2089	0.232	0.934
2090	0.232	0.935
2091	0.232	0.935
2092	0.231	0.935
2093	0.231	0.935
2094	0.231	0.935
2095	0.231	0.935
2096	0.231	0.935
2097	0.231	0.935
2098	0.231	0.935
2099	0.231	0.935
2100	0.231	0.935
2101	0.23	0.935
2102	0.23	0.935
2103	0.23	0.935
2104	0.23	0.935
2105	0.23	0.935
2106	0.23	0.935
2107	0.23	0.936
2108	0.23	0.936
2109	0.23	0.936
2110	0.23	0.936
2111	0.229	0.936
2112	0.229	0.936
2113	0.229	0.936
2114	0.229	0.936
2115	0.229	0.936
2116	0.229	0.936
2117	0.229	0.936
2118	0.229	0.936
2119	0.229	0.936
2120	0.229	0.936
2121	0.229	0.936
2122	0.228	0.936
2123	0.228	0.936
2124	0.228	0.936
2125	0.228	0.936
2126	0.228	0.937
2127	0.228	0.937
2128	0.228	0.937
2129	0.228	0.937
2130	0.228	0.937
2131	0.228	0.937
2132	0.227	0.937
2133	0.227	0.937
2134	0.227	0.937
2135	0.227	0.937
2136	0.227	0.937
2137	0.227	0.937
2138	0.227	0.937
2139	0.227	0.937
2140	0.227	0.937
2141	0.227	0.937
2142	0.226	0.937
2143	0.226	0.937
2144	0.226	0.938
2145	0.226	0.938
2146	0.226	0.938
2147	0.226	0.938
2148	0.226	0.938
2149	0.226	0.938
2150	0.226	0.938
2151	0.226	0.938
2152	0.225	0.938
2153	0.225	0.938
2154	0.225	0.938
2155	0.225	0.938
2156	0.225	0.938
2157	0.225	0.938
2158	0.225	0.938
2159	0.225	0.938
2160	0.225	0.938
2161	0.225	0.938
2162	0.225	0.938
2163	0.224	0.939
2164	0.224	0.939
2165	0.224	0.939
2166	0.224	0.939
2167	0.224	0.939
2168	0.224	0.939
2169	0.224	0.939
2170	0.224	0.939
2171	0.224	0.939
2172	0.224	0.939
2173	0.223	0.939
2174	0.223	0.939
2175	0.223	0.939
2176	0.223	0.939
2177	0.223	0.939
2178	0.223	0.939
2179	0.223	0.939
2180	0.223	0.939
2181	0.223	0.939
2182	0.223	0.939
2183	0.223	0.94
2184	0.222	0.94
2185	0.222	0.94
2186	0.222	0.94
2187	0.222	0.94
2188	0.222	0.94
2189	0.222	0.94
2190	0.222	0.94
2191	0.222	0.94
2192	0.222	0.94
2193	0.222	0.94
2194	0.222	0.94
2195	0.221	0.94
2196	0.221	0.94
2197	0.221	0.94
2198	0.221	0.94
2199	0.221	0.94
2200	0.221	0.94
2201	0.221	0.94
2202	0.221	0.94
2203	0.221	0.941
2204	0.221	0.941
2205	0.22	0.941
2206	0.22	0.941
2207	0.22	0.941
2208	0.22	0.941
2209	0.22	0.941
2210	0.22	0.941
2211	0.22	0.941
2212	0.22	0.941
2213	0.22	0.941
2214	0.22	0.941
2215	0.22	0.941
2216	0.219	0.941
2217	0.219	0.941
2218	0.219	0.941
2219	0.219	0.941
2220	0.219	0.941
2221	0.219	0.941
2222	0.219	0.941
2223	0.219	0.941
2224	0.219	0.942
2225	0.219	0.942
2226	0.219	0.942
2227	0.218	0.942
2228	0.218	0.942
2229	0.218	0.942
2230	0.218	0.942
2231	0.218	0.942
2232	0.218	0.942
2233	0.218	0.942
2234	0.218	0.942
2235	0.218	0.942
2236	0.218	0.942
2237	0.218	0.942
2238	0.217	0.942
2239	0.217	0.942
2240	0.217	0.942
2241	0.217	0.942
2242	0.217	0.942
2243	0.217	0.942
2244	0.217	0.942
2245	0.217	0.943
2246	0.217	0.943
2247	0.217	0.943
2248	0.217	0.943
2249	0.217	0.943
2250	0.216	0.943
2251	0.216	0.943
2252	0.216	0.943
2253	0.216	0.943
2254	0.216	0.943
2255	0.216	0.943
2256	0.216	0.943
2257	0.216	0.943
2258	0.216	0.943
2259	0.216	0.943
2260	0.216	0.943
2261	0.215	0.943
2262	0.215	0.943
2263	0.215	0.943
2264	0.215	0.943
2265	0.215	0.943
2266	0.215	0.944
2267	0.215	0.944
2268	0.215	0.944
2269	0.215	0.944
2270	0.215	0.944
2271	0.215	0.944
2272	0.214	0.944
2273	0.214	0.944
2274	0.214	0.944
2275	0.214	0.944
2276	0.214	0.944
2277	0.214	0.944
2278	0.214	0.944
2279	0.214	0.944
2280	0.214	0.944
2281	0.214	0.944
2282	0.214	0.944
2283	0.214	0.944
2284	0.213	0.944
2285	0.213	0.944
2286	0.213	0.944
2287	0.213	0.944
2288	0.213	0.945
2289	0.213	0.945
2290	0.213	0.945
2291	0.213	0.945
2292	0.213	0.945
2293	0.213	0.945
2294	0.213	0.945
2295	0.212	0.945
2296	0.212	0.945
2297	0.212	0.945
2298	0.212	0.945
2299	0.212	0.945
2300	0.212	0.945
2301	0.212	0.945
2302	0.212	0.945
2303	0.212	0.945
2304	0.212	0.945
2305	0.212	0.945
2306	0.212	0.945
2307	0.211	0.945
2308	0.211	0.945
2309	0.211	0.945
2310	0.211	0.945
2311	0.211	0.946
2312	0.211	0.946
2313	0.211	0.946
2314	0.211	0.946
2315	0.211	0.946
2316	0.211	0.946
2317	0.211	0.946
2318	0.211	0.946
2319	0.21	0.946
2320	0.21	0.946
2321	0.21	0.946
2322	0.21	0.946
2323	0.21	0.946
2324	0.21	0.946
2325	0.21	0.946
2326	0.21	0.946
2327	0.21	0.946
2328	0.21	0.946
2329	0.21	0.946
2330	0.21	0.946
2331	0.209	0.946
2332	0.209	0.946
2333	0.209	0.946
2334	0.209	0.946
2335	0.209	0.947
2336	0.209	0.947
2337	0.209	0.947
2338	0.209	0.947
2339	0.209	0.947
2340	0.209	0.947
2341	0.209	0.947
2342	0.209	0.947
2343	0.208	0.947
2344	0.208	0.947
2345	0.208	0.947
2346	0.208	0.947
2347	0.208	0.947
2348	0.208	0.947
2349	0.208	0.947
2350	0.208	0.947
2351	0.208	0.947
2352	0.208	0.947
2353	0.208	0.947
2354	0.208	0.947
2355	0.207	0.947
2356	0.207	0.947
2357	0.207	0.947
2358	0.207	0.947
2359	0.207	0.948
2360	0.207	0.948
2361	0.207	0.948
2362	0.207	0.948
2363	0.207	0.948
2364	0.207	0.948
2365	0.207	0.948
2366	0.207	0.948
2367	0.206	0.948
2368	0.206	0.948
2369	0.206	0.948
2370	0.206	0.948
2371	0.206	0.948
2372	0.206	0.948
2373	0.206	0.948
2374	0.206	0.948
2375	0.206	0.948
2376	0.206	0.948
2377	0.206	0.948
2378	0.206	0.948
2379	0.206	0.948
2380	0.205	0.948
2381	0.205	0.948
2382	0.205	0.948
2383	0.205	0.949
2384	0.205	0.949
2385	0.205	0.949
2386	0.205	0.949
2387	0.205	0.949
2388	0.205	0.949
2389	0.205	0.949
2390	0.205	0.949
2391	0.205	0.949
2392	0.204	0.949
2393	0.204	0.949
2394	0.204	0.949
2395	0.204	0.949
2396	0.204	0.949
2397	0.204	0.949
2398	0.204	0.949
2399	0.204	0.949
2400	0.204	0.949
2401	0.204	0.949
2402	0.204	0.949
2403	0.204	0.949
2404	0.204	0.949
2405	0.203	0.949
2406	0.203	0.949
2407	0.203	0.949
2408	0.203	0.949
2409	0.203	0.95
2410	0.203	0.95
2411	0.203	0.95
2412	0.203	0.95
2413	0.203	0.95
2414	0.203	0.95
2415	0.203	0.95
2416	0.203	0.95
2417	0.202	0.95
2418	0.202	0.95
2419	0.202	0.95
2420	0.202	0.95
2421	0.202	0.95
2422	0.202	0.95
2423	0.202	0.95
2424	0.202	0.95
2425	0.202	0.95
2426	0.202	0.95
2427	0.202	0.95
2428	0.202	0.95
2429	0.202	0.95
2430	0.201	0.95
2431	0.201	0.95
2432	0.201	0.95
2433	0.201	0.95
2434	0.201	0.95
2435	0.201	0.951
2436	0.201	0.951
2437	0.201	0.951
2438	0.201	0.951
2439	0.201	0.951
2440	0.201	0.951
2441	0.201	0.951
2442	0.201	0.951
2443	0.2	0.951
2444	0.2	0.951
2445	0.2	0.951
2446	0.2	0.951
2447	0.2	0.951
2448	0.2	0.951
2449	0.2	0.951
2450	0.2	0.951
2451	0.2	0.951
2452	0.2	0.951
2453	0.2	0.951
2454	0.2	0.951
2455	0.2	0.951
2456	0.199	0.951
2457	0.199	0.951
2458	0.199	0.951
2459	0.199	0.951
2460	0.199	0.951
2461	0.199	0.951
2462	0.199	0.952
2463	0.199	0.952
2464	0.199	0.952
2465	0.199	0.952
2466	0.199	0.952
2467	0.199	0.952
2468	0.199	0.952
2469	0.198	0.952
2470	0.198	0.952
2471	0.198	0.952
2472	0.198	0.952
2473	0.198	0.952
2474	0.198	0.952
2475	0.198	0.952
2476	0.198	0.952
2477	0.198	0.952
2478	0.198	0.952
2479	0.198	0.952
2480	0.198	0.952
2481	0.198	0.952
2482	0.198	0.952
2483	0.197	0.952
2484	0.197	0.952
2485	0.197	0.952
2486	0.197	0.952
2487	0.197	0.952
2488	0.197	0.952
2489	0.197	0.953
2490	0.197	0.953
2491	0.197	0.953
2492	0.197	0.953
2493	0.197	0.953
2494	0.197	0.953
2495	0.197	0.953
2496	0.196	0.953
2497	0.196	0.953
2498	0.196	0.953
2499	0.196	0.953
2500	0.196	0.953
2501	0.196	0.953
2502	0.196	0.953
2503	0.196	0.953
2504	0.196	0.953
2505	0.196	0.953
2506	0.196	0.953
2507	0.196	0.953
2508	0.196	0.953
2509	0.196	0.953
2510	0.195	0.953
2511	0.195	0.953
2512	0.195	0.953
2513	0.195	0.953
2514	0.195	0.953
2515	0.195	0.953
2516	0.195	0.953
2517	0.195	0.953
2518	0.195	0.954
2519	0.195	0.954
2520	0.195	0.954
2521	0.195	0.954
2522	0.195	0.954
2523	0.195	0.954
2524	0.194	0.954
2525	0.194	0.954
2526	0.194	0.954
2527	0.194	0.954
2528	0.194	0.954
2529	0.194	0.954
2530	0.194	0.954
2531	0.194	0.954
2532	0.194	0.954
2533	0.194	0.954
2534	0.194	0.954
2535	0.194	0.954
2536	0.194	0.954
2537	0.193	0.954
2538	0.193	0.954
2539	0.193	0.954
2540	0.193	0.954
2541	0.193	0.954
2542	0.193	0.954
2543	0.193	0.954
2544	0.193	0.954
2545	0.193	0.954
2546	0.193	0.954
2547	0.193	0.954
2548	0.193	0.955
2549	0.193	0.955
2550	0.193	0.955
2551	0.193	0.955
2552	0.192	0.955
2553	0.192	0.955
2554	0.192	0.955
2555	0.192	0.955
2556	0.192	0.955
2557	0.192	0.955
2558	0.192	0.955
2559	0.192	0.955
2560	0.192	0.955
2561	0.192	0.955
2562	0.192	0.955
2563	0.192	0.955
2564	0.192	0.955
2565	0.192	0.955
2566	0.191	0.955
2567	0.191	0.955
2568	0.191	0.955
2569	0.191	0.955
2570	0.191	0.955
2571	0.191	0.955
2572	0.191	0.955
2573	0.191	0.955
2574	0.191	0.955
2575	0.191	0.955
2576	0.191	0.955
2577	0.191	0.955
2578	0.191	0.956
2579	0.191	0.956
2580	0.19	0.956
2581	0.19	0.956
2582	0.19	0.956
2583	0.19	0.956
2584	0.19	0.956
2585	0.19	0.956
2586	0.19	0.956
2587	0.19	0.956
2588	0.19	0.956
2589	0.19	0.956
2590	0.19	0.956
2591	0.19	0.956
2592	0.19	0.956
2593	0.19	0.956
2594	0.189	0.956
2595	0.189	0.956
2596	0.189	0.956
2597	0.189	0.956
2598	0.189	0.956
2599	0.189	0.956
2600	0.189	0.956
2601	0.189	0.956
2602	0.189	0.956
2603	0.189	0.956
2604	0.189	0.956
2605	0.189	0.956
2606	0.189	0.956
2607	0.189	0.956
2608	0.189	0.956
2609	0.188	0.956
2610	0.188	0.957
2611	0.188	0.957
2612	0.188	0.957
2613	0.188	0.957
2614	0.188	0.957
2615	0.188	0.957
2616	0.188	0.957
2617	0.188	0.957
2618	0.188	0.957
2619	0.188	0.957
2620	0.188	0.957
2621	0.188	0.957
2622	0.188	0.957
2623	0.188	0.957
2624	0.187	0.957
2625	0.187	0.957
2626	0.187	0.957
2627	0.187	0.957
2628	0.187	0.957
2629	0.187	0.957
2630	0.187	0.957
