C-R
f	тву	юву
2631	0.187	0.957
2632	0.187	0.957
2633	0.187	0.957
2634	0.187	0.957
2635	0.187	0.957
2636	0.187	0.957
2637	0.187	0.957
2638	0.187	0.957
2639	0.186	0.957
2640	0.186	0.957
2641	0.186	0.957
2642	0.186	0.958
2643	0.186	0.958
2644	0.186	0.958
2645	0.186	0.958
2646	0.186	0.958
2647	0.186	0.958
2648	0.186	0.958
2649	0.186	0.958
2650	0.186	0.958
2651	0.186	0.958
2652	0.186	0.958
2653	0.186	0.958
2654	0.185	0.958
2655	0.185	0.958
2656	0.185	0.958
2657	0.185	0.958
2658	0.185	0.958
2659	0.185	0.958
2660	0.185	0.958
2661	0.185	0.958
2662	0.185	0.958
2663	0.185	0.958
2664	0.185	0.958
2665	0.185	0.958
2666	0.185	0.958
2667	0.185	0.958
2668	0.185	0.958
2669	0.184	0.958
2670	0.184	0.958
2671	0.184	0.958
2672	0.184	0.958
2673	0.184	0.958
2674	0.184	0.958
2675	0.184	0.958
2676	0.184	0.959
2677	0.184	0.959
2678	0.184	0.959
2679	0.184	0.959
2680	0.184	0.959
2681	0.184	0.959
2682	0.184	0.959
2683	0.184	0.959
2684	0.183	0.959
2685	0.183	0.959
2686	0.183	0.959
2687	0.183	0.959
2688	0.183	0.959
2689	0.183	0.959
2690	0.183	0.959
2691	0.183	0.959
2692	0.183	0.959
2693	0.183	0.959
2694	0.183	0.959
2695	0.183	0.959
2696	0.183	0.959
2697	0.183	0.959
2698	0.183	0.959
2699	0.183	0.959
2700	0.182	0.959
2701	0.182	0.959
2702	0.182	0.959
2703	0.182	0.959
2704	0.182	0.959
2705	0.182	0.959
2706	0.182	0.959
2707	0.182	0.959
2708	0.182	0.959
2709	0.182	0.959
2710	0.182	0.959
2711	0.182	0.96
2712	0.182	0.96
2713	0.182	0.96
2714	0.182	0.96
2715	0.182	0.96
2716	0.181	0.96
2717	0.181	0.96
2718	0.181	0.96
2719	0.181	0.96
2720	0.181	0.96
2721	0.181	0.96
2722	0.181	0.96
2723	0.181	0.96
2724	0.181	0.96
2725	0.181	0.96
2726	0.181	0.96
2727	0.181	0.96
2728	0.181	0.96
2729	0.181	0.96
2730	0.181	0.96
2731	0.181	0.96
2732	0.18	0.96
2733	0.18	0.96
2734	0.18	0.96
2735	0.18	0.96
2736	0.18	0.96
2737	0.18	0.96
2738	0.18	0.96
2739	0.18	0.96
2740	0.18	0.96
2741	0.18	0.96
2742	0.18	0.96
2743	0.18	0.96
2744	0.18	0.96
2745	0.18	0.96
2746	0.18	0.96
2747	0.18	0.961
2748	0.179	0.961
2749	0.179	0.961
2750	0.179	0.961
2751	0.179	0.961
2752	0.179	0.961
2753	0.179	0.961
2754	0.179	0.961
2755	0.179	0.961
2756	0.179	0.961
2757	0.179	0.961
2758	0.179	0.961
2759	0.179	0.961
2760	0.179	0.961
2761	0.179	0.961
2762	0.179	0.961
2763	0.179	0.961
2764	0.178	0.961
2765	0.178	0.961
2766	0.178	0.961
2767	0.178	0.961
2768	0.178	0.961
2769	0.178	0.961
2770	0.178	0.961
2771	0.178	0.961
2772	0.178	0.961
2773	0.178	0.961
2774	0.178	0.961
2775	0.178	0.961
2776	0.178	0.961
2777	0.178	0.961
2778	0.178	0.961
2779	0.178	0.961
2780	0.177	0.961
2781	0.177	0.961
2782	0.177	0.961
2783	0.177	0.961
2784	0.177	0.961
2785	0.177	0.962
2786	0.177	0.962
2787	0.177	0.962
2788	0.177	0.962
2789	0.177	0.962
2790	0.177	0.962
2791	0.177	0.962
2792	0.177	0.962
2793	0.177	0.962
2794	0.177	0.962
2795	0.177	0.962
2796	0.177	0.962
2797	0.176	0.962
2798	0.176	0.962
2799	0.176	0.962
2800	0.176	0.962
2801	0.176	0.962
2802	0.176	0.962
2803	0.176	0.962
2804	0.176	0.962
2805	0.176	0.962
2806	0.176	0.962
2807	0.176	0.962
2808	0.176	0.962
2809	0.176	0.962
2810	0.176	0.962
2811	0.176	0.962
2812	0.176	0.962
2813	0.176	0.962
2814	0.175	0.962
2815	0.175	0.962
2816	0.175	0.962
2817	0.175	0.962
2818	0.175	0.962
2819	0.175	0.962
2820	0.175	0.962
2821	0.175	0.962
2822	0.175	0.962
2823	0.175	0.962
2824	0.175	0.963
2825	0.175	0.963
2826	0.175	0.963
2827	0.175	0.963
2828	0.175	0.963
2829	0.175	0.963
2830	0.175	0.963
2831	0.174	0.963
2832	0.174	0.963
2833	0.174	0.963
2834	0.174	0.963
2835	0.174	0.963
2836	0.174	0.963
2837	0.174	0.963
2838	0.174	0.963
2839	0.174	0.963
2840	0.174	0.963
2841	0.174	0.963
2842	0.174	0.963
2843	0.174	0.963
2844	0.174	0.963
2845	0.174	0.963
2846	0.174	0.963
2847	0.174	0.963
2848	0.173	0.963
2849	0.173	0.963
2850	0.173	0.963
2851	0.173	0.963
2852	0.173	0.963
2853	0.173	0.963
2854	0.173	0.963
2855	0.173	0.963
2856	0.173	0.963
2857	0.173	0.963
2858	0.173	0.963
2859	0.173	0.963
2860	0.173	0.963
2861	0.173	0.963
2862	0.173	0.963
2863	0.173	0.963
2864	0.173	0.963
2865	0.172	0.964
2866	0.172	0.964
2867	0.172	0.964
2868	0.172	0.964
2869	0.172	0.964
2870	0.172	0.964
2871	0.172	0.964
2872	0.172	0.964
2873	0.172	0.964
2874	0.172	0.964
2875	0.172	0.964
2876	0.172	0.964
2877	0.172	0.964
2878	0.172	0.964
2879	0.172	0.964
2880	0.172	0.964
2881	0.172	0.964
2882	0.172	0.964
2883	0.171	0.964
2884	0.171	0.964
2885	0.171	0.964
2886	0.171	0.964
2887	0.171	0.964
2888	0.171	0.964
2889	0.171	0.964
2890	0.171	0.964
2891	0.171	0.964
2892	0.171	0.964
2893	0.171	0.964
2894	0.171	0.964
2895	0.171	0.964
2896	0.171	0.964
2897	0.171	0.964
2898	0.171	0.964
2899	0.171	0.964
2900	0.17	0.964
2901	0.17	0.964
2902	0.17	0.964
2903	0.17	0.964
2904	0.17	0.964
2905	0.17	0.964
2906	0.17	0.964
2907	0.17	0.965
2908	0.17	0.965
2909	0.17	0.965
2910	0.17	0.965
2911	0.17	0.965
2912	0.17	0.965
2913	0.17	0.965
2914	0.17	0.965
2915	0.17	0.965
2916	0.17	0.965
2917	0.17	0.965
2918	0.169	0.965
2919	0.169	0.965
2920	0.169	0.965
2921	0.169	0.965
2922	0.169	0.965
2923	0.169	0.965
2924	0.169	0.965
2925	0.169	0.965
2926	0.169	0.965
2927	0.169	0.965
2928	0.169	0.965
2929	0.169	0.965
2930	0.169	0.965
2931	0.169	0.965
2932	0.169	0.965
2933	0.169	0.965
2934	0.169	0.965
2935	0.169	0.965
2936	0.169	0.965
2937	0.168	0.965
2938	0.168	0.965
2939	0.168	0.965
2940	0.168	0.965
2941	0.168	0.965
2942	0.168	0.965
2943	0.168	0.965
2944	0.168	0.965
2945	0.168	0.965
2946	0.168	0.965
2947	0.168	0.965
2948	0.168	0.965
2949	0.168	0.965
2950	0.168	0.965
2951	0.168	0.966
2952	0.168	0.966
2953	0.168	0.966
2954	0.168	0.966
2955	0.167	0.966
2956	0.167	0.966
2957	0.167	0.966
2958	0.167	0.966
2959	0.167	0.966
2960	0.167	0.966
2961	0.167	0.966
2962	0.167	0.966
2963	0.167	0.966
2964	0.167	0.966
2965	0.167	0.966
2966	0.167	0.966
2967	0.167	0.966
2968	0.167	0.966
2969	0.167	0.966
2970	0.167	0.966
2971	0.167	0.966
2972	0.167	0.966
2973	0.166	0.966
2974	0.166	0.966
2975	0.166	0.966
2976	0.166	0.966
2977	0.166	0.966
2978	0.166	0.966
2979	0.166	0.966
2980	0.166	0.966
2981	0.166	0.966
2982	0.166	0.966
2983	0.166	0.966
2984	0.166	0.966
2985	0.166	0.966
2986	0.166	0.966
2987	0.166	0.966
2988	0.166	0.966
2989	0.166	0.966
2990	0.166	0.966
2991	0.166	0.966
2992	0.165	0.966
2993	0.165	0.966
2994	0.165	0.966
2995	0.165	0.966
2996	0.165	0.966
2997	0.165	0.967
2998	0.165	0.967
2999	0.165	0.967
3000	0.165	0.967
3001	0.165	0.967
3002	0.165	0.967
3003	0.165	0.967
3004	0.165	0.967
3005	0.165	0.967
3006	0.165	0.967
3007	0.165	0.967
3008	0.165	0.967
3009	0.165	0.967
3010	0.165	0.967
3011	0.164	0.967
3012	0.164	0.967
3013	0.164	0.967
3014	0.164	0.967
3015	0.164	0.967
3016	0.164	0.967
3017	0.164	0.967
3018	0.164	0.967
3019	0.164	0.967
3020	0.164	0.967
3021	0.164	0.967
3022	0.164	0.967
3023	0.164	0.967
3024	0.164	0.967
3025	0.164	0.967
3026	0.164	0.967
3027	0.164	0.967
3028	0.164	0.967
3029	0.164	0.967
3030	0.164	0.967
3031	0.163	0.967
3032	0.163	0.967
3033	0.163	0.967
3034	0.163	0.967
3035	0.163	0.967
3036	0.163	0.967
3037	0.163	0.967
3038	0.163	0.967
3039	0.163	0.967
3040	0.163	0.967
3041	0.163	0.967
3042	0.163	0.967
3043	0.163	0.967
3044	0.163	0.967
3045	0.163	0.968
3046	0.163	0.968
3047	0.163	0.968
3048	0.163	0.968
3049	0.163	0.968
3050	0.162	0.968
3051	0.162	0.968
3052	0.162	0.968
3053	0.162	0.968
3054	0.162	0.968
3055	0.162	0.968
3056	0.162	0.968
3057	0.162	0.968
3058	0.162	0.968
3059	0.162	0.968
3060	0.162	0.968
3061	0.162	0.968
3062	0.162	0.968
3063	0.162	0.968
3064	0.162	0.968
3065	0.162	0.968
3066	0.162	0.968
3067	0.162	0.968
3068	0.162	0.968
3069	0.162	0.968
3070	0.161	0.968
3071	0.161	0.968
3072	0.161	0.968
3073	0.161	0.968
3074	0.161	0.968
3075	0.161	0.968
3076	0.161	0.968
3077	0.161	0.968
3078	0.161	0.968
3079	0.161	0.968
3080	0.161	0.968
3081	0.161	0.968
3082	0.161	0.968
3083	0.161	0.968
3084	0.161	0.968
3085	0.161	0.968
3086	0.161	0.968
3087	0.161	0.968
3088	0.161	0.968
3089	0.161	0.968
3090	0.16	0.968
3091	0.16	0.968
3092	0.16	0.968
3093	0.16	0.968
3094	0.16	0.968
3095	0.16	0.968
3096	0.16	0.969
3097	0.16	0.969
3098	0.16	0.969
3099	0.16	0.969
3100	0.16	0.969
3101	0.16	0.969
3102	0.16	0.969
3103	0.16	0.969
3104	0.16	0.969
3105	0.16	0.969
3106	0.16	0.969
3107	0.16	0.969
3108	0.16	0.969
3109	0.16	0.969
3110	0.159	0.969
3111	0.159	0.969
3112	0.159	0.969
3113	0.159	0.969
3114	0.159	0.969
3115	0.159	0.969
3116	0.159	0.969
3117	0.159	0.969
3118	0.159	0.969
3119	0.159	0.969
3120	0.159	0.969
3121	0.159	0.969
3122	0.159	0.969
3123	0.159	0.969
3124	0.159	0.969
3125	0.159	0.969
3126	0.159	0.969
3127	0.159	0.969
3128	0.159	0.969
3129	0.159	0.969
3130	0.158	0.969
3131	0.158	0.969
3132	0.158	0.969
3133	0.158	0.969
3134	0.158	0.969
3135	0.158	0.969
3136	0.158	0.969
3137	0.158	0.969
3138	0.158	0.969
3139	0.158	0.969
3140	0.158	0.969
3141	0.158	0.969
3142	0.158	0.969
3143	0.158	0.969
3144	0.158	0.969
3145	0.158	0.969
3146	0.158	0.969
3147	0.158	0.969
3148	0.158	0.97
3149	0.158	0.97
3150	0.158	0.97
3151	0.157	0.97
3152	0.157	0.97
3153	0.157	0.97
3154	0.157	0.97
3155	0.157	0.97
3156	0.157	0.97
3157	0.157	0.97
3158	0.157	0.97
3159	0.157	0.97
3160	0.157	0.97
3161	0.157	0.97
3162	0.157	0.97
3163	0.157	0.97
3164	0.157	0.97
3165	0.157	0.97
3166	0.157	0.97
3167	0.157	0.97
3168	0.157	0.97
3169	0.157	0.97
3170	0.157	0.97
3171	0.157	0.97
3172	0.156	0.97
3173	0.156	0.97
3174	0.156	0.97
3175	0.156	0.97
3176	0.156	0.97
3177	0.156	0.97
3178	0.156	0.97
3179	0.156	0.97
3180	0.156	0.97
3181	0.156	0.97
3182	0.156	0.97
3183	0.156	0.97
3184	0.156	0.97
3185	0.156	0.97
3186	0.156	0.97
3187	0.156	0.97
3188	0.156	0.97
3189	0.156	0.97
3190	0.156	0.97
3191	0.156	0.97
3192	0.156	0.97
3193	0.155	0.97
3194	0.155	0.97
3195	0.155	0.97
3196	0.155	0.97
3197	0.155	0.97
3198	0.155	0.97
3199	0.155	0.97
3200	0.155	0.97
3201	0.155	0.97
3202	0.155	0.97
3203	0.155	0.97
3204	0.155	0.971
3205	0.155	0.971
3206	0.155	0.971
3207	0.155	0.971
3208	0.155	0.971
3209	0.155	0.971
3210	0.155	0.971
3211	0.155	0.971
3212	0.155	0.971
3213	0.155	0.971
3214	0.155	0.971
3215	0.154	0.971
3216	0.154	0.971
3217	0.154	0.971
3218	0.154	0.971
3219	0.154	0.971
3220	0.154	0.971
3221	0.154	0.971
3222	0.154	0.971
3223	0.154	0.971
3224	0.154	0.971
3225	0.154	0.971
3226	0.154	0.971
3227	0.154	0.971
3228	0.154	0.971
3229	0.154	0.971
3230	0.154	0.971
3231	0.154	0.971
3232	0.154	0.971
3233	0.154	0.971
3234	0.154	0.971
3235	0.154	0.971
3236	0.154	0.971
3237	0.153	0.971
3238	0.153	0.971
3239	0.153	0.971
3240	0.153	0.971
3241	0.153	0.971
3242	0.153	0.971
3243	0.153	0.971
3244	0.153	0.971
3245	0.153	0.971
3246	0.153	0.971
3247	0.153	0.971
3248	0.153	0.971
3249	0.153	0.971
3250	0.153	0.971
3251	0.153	0.971
3252	0.153	0.971
3253	0.153	0.971
3254	0.153	0.971
3255	0.153	0.971
3256	0.153	0.971
3257	0.153	0.971
3258	0.153	0.971
3259	0.152	0.971
3260	0.152	0.971
3261	0.152	0.971
3262	0.152	0.972
3263	0.152	0.972
3264	0.152	0.972
3265	0.152	0.972
3266	0.152	0.972
3267	0.152	0.972
3268	0.152	0.972
3269	0.152	0.972
3270	0.152	0.972
3271	0.152	0.972
3272	0.152	0.972
3273	0.152	0.972
3274	0.152	0.972
3275	0.152	0.972
3276	0.152	0.972
3277	0.152	0.972
3278	0.152	0.972
3279	0.152	0.972
3280	0.152	0.972
3281	0.151	0.972
3282	0.151	0.972
3283	0.151	0.972
3284	0.151	0.972
3285	0.151	0.972
3286	0.151	0.972
3287	0.151	0.972
3288	0.151	0.972
3289	0.151	0.972
3290	0.151	0.972
3291	0.151	0.972
3292	0.151	0.972
3293	0.151	0.972
3294	0.151	0.972
3295	0.151	0.972
3296	0.151	0.972
3297	0.151	0.972
3298	0.151	0.972
3299	0.151	0.972
3300	0.151	0.972
3301	0.151	0.972
3302	0.151	0.972
3303	0.151	0.972
3304	0.15	0.972
3305	0.15	0.972
3306	0.15	0.972
3307	0.15	0.972
3308	0.15	0.972
3309	0.15	0.972
3310	0.15	0.972
3311	0.15	0.972
3312	0.15	0.972
3313	0.15	0.972
3314	0.15	0.972
3315	0.15	0.972
3316	0.15	0.972
3317	0.15	0.972
3318	0.15	0.972
3319	0.15	0.972
3320	0.15	0.972
3321	0.15	0.972
3322	0.15	0.972
3323	0.15	0.973
3324	0.15	0.973
3325	0.15	0.973
3326	0.15	0.973
3327	0.149	0.973
3328	0.149	0.973
3329	0.149	0.973
3330	0.149	0.973
3331	0.149	0.973
3332	0.149	0.973
3333	0.149	0.973
3334	0.149	0.973
3335	0.149	0.973
3336	0.149	0.973
3337	0.149	0.973
3338	0.149	0.973
3339	0.149	0.973
3340	0.149	0.973
3341	0.149	0.973
3342	0.149	0.973
3343	0.149	0.973
3344	0.149	0.973
3345	0.149	0.973
3346	0.149	0.973
3347	0.149	0.973
3348	0.149	0.973
3349	0.149	0.973
3350	0.148	0.973
3351	0.148	0.973
3352	0.148	0.973
3353	0.148	0.973
3354	0.148	0.973
3355	0.148	0.973
3356	0.148	0.973
3357	0.148	0.973
3358	0.148	0.973
3359	0.148	0.973
3360	0.148	0.973
3361	0.148	0.973
3362	0.148	0.973
3363	0.148	0.973
3364	0.148	0.973
3365	0.148	0.973
3366	0.148	0.973
3367	0.148	0.973
3368	0.148	0.973
3369	0.148	0.973
3370	0.148	0.973
3371	0.148	0.973
3372	0.148	0.973
3373	0.147	0.973
3374	0.147	0.973
3375	0.147	0.973
3376	0.147	0.973
3377	0.147	0.973
3378	0.147	0.973
3379	0.147	0.973
3380	0.147	0.973
3381	0.147	0.973
3382	0.147	0.973
3383	0.147	0.973
3384	0.147	0.973
3385	0.147	0.973
3386	0.147	0.973
3387	0.147	0.973
3388	0.147	0.974
3389	0.147	0.974
3390	0.147	0.974
3391	0.147	0.974
3392	0.147	0.974
3393	0.147	0.974
3394	0.147	0.974
3395	0.147	0.974
3396	0.147	0.974
3397	0.146	0.974
3398	0.146	0.974
3399	0.146	0.974
3400	0.146	0.974
3401	0.146	0.974
3402	0.146	0.974
3403	0.146	0.974
3404	0.146	0.974
3405	0.146	0.974
3406	0.146	0.974
3407	0.146	0.974
3408	0.146	0.974
3409	0.146	0.974
3410	0.146	0.974
3411	0.146	0.974
3412	0.146	0.974
3413	0.146	0.974
3414	0.146	0.974
3415	0.146	0.974
3416	0.146	0.974
3417	0.146	0.974
3418	0.146	0.974
3419	0.146	0.974
3420	0.146	0.974
3421	0.145	0.974
3422	0.145	0.974
3423	0.145	0.974
3424	0.145	0.974
3425	0.145	0.974
3426	0.145	0.974
3427	0.145	0.974
3428	0.145	0.974
3429	0.145	0.974
3430	0.145	0.974
3431	0.145	0.974
3432	0.145	0.974
3433	0.145	0.974
3434	0.145	0.974
3435	0.145	0.974
3436	0.145	0.974
3437	0.145	0.974
3438	0.145	0.974
3439	0.145	0.974
3440	0.145	0.974
3441	0.145	0.974
3442	0.145	0.974
3443	0.145	0.974
3444	0.145	0.974
3445	0.145	0.974
3446	0.144	0.974
3447	0.144	0.974
3448	0.144	0.974
3449	0.144	0.974
3450	0.144	0.974
3451	0.144	0.974
3452	0.144	0.974
3453	0.144	0.974
3454	0.144	0.974
3455	0.144	0.974
3456	0.144	0.975
3457	0.144	0.975
3458	0.144	0.975
3459	0.144	0.975
3460	0.144	0.975
3461	0.144	0.975
3462	0.144	0.975
3463	0.144	0.975
3464	0.144	0.975
3465	0.144	0.975
3466	0.144	0.975
3467	0.144	0.975
3468	0.144	0.975
3469	0.144	0.975
3470	0.144	0.975
3471	0.143	0.975
3472	0.143	0.975
3473	0.143	0.975
3474	0.143	0.975
3475	0.143	0.975
3476	0.143	0.975
3477	0.143	0.975
3478	0.143	0.975
3479	0.143	0.975
3480	0.143	0.975
3481	0.143	0.975
3482	0.143	0.975
3483	0.143	0.975
3484	0.143	0.975
3485	0.143	0.975
3486	0.143	0.975
3487	0.143	0.975
3488	0.143	0.975
3489	0.143	0.975
3490	0.143	0.975
3491	0.143	0.975
3492	0.143	0.975
3493	0.143	0.975
3494	0.143	0.975
3495	0.143	0.975
3496	0.142	0.975
3497	0.142	0.975
3498	0.142	0.975
3499	0.142	0.975
3500	0.142	0.975
3501	0.142	0.975
3502	0.142	0.975
3503	0.142	0.975
3504	0.142	0.975
3505	0.142	0.975
3506	0.142	0.975
3507	0.142	0.975
3508	0.142	0.975
3509	0.142	0.975
3510	0.142	0.975
3511	0.142	0.975
3512	0.142	0.975
3513	0.142	0.975
3514	0.142	0.975
3515	0.142	0.975
3516	0.142	0.975
3517	0.142	0.975
3518	0.142	0.975
3519	0.142	0.975
3520	0.142	0.975
3521	0.142	0.975
3522	0.141	0.975
3523	0.141	0.975
3524	0.141	0.975
3525	0.141	0.975
3526	0.141	0.975
3527	0.141	0.975
3528	0.141	0.975
3529	0.141	0.976
3530	0.141	0.976
3531	0.141	0.976
3532	0.141	0.976
3533	0.141	0.976
3534	0.141	0.976
3535	0.141	0.976
3536	0.141	0.976
3537	0.141	0.976
3538	0.141	0.976
3539	0.141	0.976
3540	0.141	0.976
3541	0.141	0.976
3542	0.141	0.976
3543	0.141	0.976
3544	0.141	0.976
3545	0.141	0.976
3546	0.141	0.976
3547	0.141	0.976
3548	0.14	0.976
3549	0.14	0.976
3550	0.14	0.976
3551	0.14	0.976
3552	0.14	0.976
3553	0.14	0.976
3554	0.14	0.976
3555	0.14	0.976
3556	0.14	0.976
3557	0.14	0.976
3558	0.14	0.976
3559	0.14	0.976
3560	0.14	0.976
3561	0.14	0.976
3562	0.14	0.976
3563	0.14	0.976
3564	0.14	0.976
3565	0.14	0.976
3566	0.14	0.976
3567	0.14	0.976
3568	0.14	0.976
3569	0.14	0.976
3570	0.14	0.976
3571	0.14	0.976
3572	0.14	0.976
3573	0.14	0.976
3574	0.139	0.976
3575	0.139	0.976
3576	0.139	0.976
3577	0.139	0.976
3578	0.139	0.976
3579	0.139	0.976
3580	0.139	0.976
3581	0.139	0.976
3582	0.139	0.976
3583	0.139	0.976
3584	0.139	0.976
3585	0.139	0.976
3586	0.139	0.976
3587	0.139	0.976
3588	0.139	0.976
3589	0.139	0.976
3590	0.139	0.976
3591	0.139	0.976
3592	0.139	0.976
3593	0.139	0.976
3594	0.139	0.976
3595	0.139	0.976
3596	0.139	0.976
3597	0.139	0.976
3598	0.139	0.976
3599	0.139	0.976
3600	0.138	0.976
3601	0.138	0.976
3602	0.138	0.976
3603	0.138	0.976
3604	0.138	0.976
3605	0.138	0.976
3606	0.138	0.977
3607	0.138	0.977
3608	0.138	0.977
3609	0.138	0.977
3610	0.138	0.977
3611	0.138	0.977
3612	0.138	0.977
3613	0.138	0.977
3614	0.138	0.977
3615	0.138	0.977
3616	0.138	0.977
3617	0.138	0.977
3618	0.138	0.977
3619	0.138	0.977
3620	0.138	0.977
3621	0.138	0.977
3622	0.138	0.977
3623	0.138	0.977
3624	0.138	0.977
3625	0.138	0.977
3626	0.138	0.977
3627	0.137	0.977
3628	0.137	0.977
3629	0.137	0.977
3630	0.137	0.977
3631	0.137	0.977
3632	0.137	0.977
3633	0.137	0.977
3634	0.137	0.977
3635	0.137	0.977
3636	0.137	0.977
3637	0.137	0.977
3638	0.137	0.977
3639	0.137	0.977
3640	0.137	0.977
3641	0.137	0.977
3642	0.137	0.977
3643	0.137	0.977
3644	0.137	0.977
3645	0.137	0.977
3646	0.137	0.977
3647	0.137	0.977
3648	0.137	0.977
3649	0.137	0.977
3650	0.137	0.977
3651	0.137	0.977
3652	0.137	0.977
3653	0.137	0.977
3654	0.137	0.977
3655	0.136	0.977
3656	0.136	0.977
3657	0.136	0.977
3658	0.136	0.977
3659	0.136	0.977
3660	0.136	0.977
3661	0.136	0.977
3662	0.136	0.977
3663	0.136	0.977
3664	0.136	0.977
3665	0.136	0.977
3666	0.136	0.977
3667	0.136	0.977
3668	0.136	0.977
3669	0.136	0.977
3670	0.136	0.977
3671	0.136	0.977
3672	0.136	0.977
3673	0.136	0.977
3674	0.136	0.977
3675	0.136	0.977
3676	0.136	0.977
3677	0.136	0.977
3678	0.136	0.977
3679	0.136	0.977
3680	0.136	0.977
3681	0.136	0.977
3682	0.136	0.977
3683	0.135	0.977
3684	0.135	0.977
3685	0.135	0.977
3686	0.135	0.977
3687	0.135	0.977
3688	0.135	0.978
3689	0.135	0.978
3690	0.135	0.978
3691	0.135	0.978
3692	0.135	0.978
3693	0.135	0.978
3694	0.135	0.978
3695	0.135	0.978
3696	0.135	0.978
3697	0.135	0.978
3698	0.135	0.978
3699	0.135	0.978
3700	0.135	0.978
3701	0.135	0.978
3702	0.135	0.978
3703	0.135	0.978
3704	0.135	0.978
3705	0.135	0.978
3706	0.135	0.978
3707	0.135	0.978
3708	0.135	0.978
3709	0.135	0.978
3710	0.135	0.978
3711	0.134	0.978
3712	0.134	0.978
3713	0.134	0.978
3714	0.134	0.978
3715	0.134	0.978
3716	0.134	0.978
3717	0.134	0.978
3718	0.134	0.978
3719	0.134	0.978
3720	0.134	0.978
3721	0.134	0.978
3722	0.134	0.978
3723	0.134	0.978
3724	0.134	0.978
3725	0.134	0.978
3726	0.134	0.978
3727	0.134	0.978
3728	0.134	0.978
3729	0.134	0.978
3730	0.134	0.978
3731	0.134	0.978
3732	0.134	0.978
3733	0.134	0.978
3734	0.134	0.978
3735	0.134	0.978
3736	0.134	0.978
3737	0.134	0.978
3738	0.134	0.978
3739	0.134	0.978
3740	0.133	0.978
3741	0.133	0.978
3742	0.133	0.978
3743	0.133	0.978
3744	0.133	0.978
3745	0.133	0.978
3746	0.133	0.978
3747	0.133	0.978
3748	0.133	0.978
3749	0.133	0.978
3750	0.133	0.978
3751	0.133	0.978
3752	0.133	0.978
3753	0.133	0.978
3754	0.133	0.978
3755	0.133	0.978
3756	0.133	0.978
3757	0.133	0.978
3758	0.133	0.978
3759	0.133	0.978
3760	0.133	0.978
3761	0.133	0.978
3762	0.133	0.978
3763	0.133	0.978
3764	0.133	0.978
3765	0.133	0.978
3766	0.133	0.978
3767	0.133	0.978
3768	0.133	0.978
3769	0.132	0.978
3770	0.132	0.978
3771	0.132	0.978
3772	0.132	0.978
3773	0.132	0.978
3774	0.132	0.978
3775	0.132	0.978
3776	0.132	0.979
3777	0.132	0.979
3778	0.132	0.979
3779	0.132	0.979
3780	0.132	0.979
3781	0.132	0.979
3782	0.132	0.979
3783	0.132	0.979
3784	0.132	0.979
3785	0.132	0.979
3786	0.132	0.979
3787	0.132	0.979
3788	0.132	0.979
3789	0.132	0.979
3790	0.132	0.979
3791	0.132	0.979
3792	0.132	0.979
3793	0.132	0.979
3794	0.132	0.979
3795	0.132	0.979
3796	0.132	0.979
3797	0.132	0.979
3798	0.131	0.979
3799	0.131	0.979
3800	0.131	0.979
3801	0.131	0.979
3802	0.131	0.979
3803	0.131	0.979
3804	0.131	0.979
3805	0.131	0.979
3806	0.131	0.979
3807	0.131	0.979
3808	0.131	0.979
3809	0.131	0.979
3810	0.131	0.979
3811	0.131	0.979
3812	0.131	0.979
3813	0.131	0.979
3814	0.131	0.979
3815	0.131	0.979
3816	0.131	0.979
3817	0.131	0.979
3818	0.131	0.979
3819	0.131	0.979
3820	0.131	0.979
3821	0.131	0.979
3822	0.131	0.979
3823	0.131	0.979
3824	0.131	0.979
3825	0.131	0.979
3826	0.131	0.979
3827	0.131	0.979
3828	0.13	0.979
3829	0.13	0.979
3830	0.13	0.979
3831	0.13	0.979
3832	0.13	0.979
3833	0.13	0.979
3834	0.13	0.979
3835	0.13	0.979
3836	0.13	0.979
3837	0.13	0.979
3838	0.13	0.979
3839	0.13	0.979
3840	0.13	0.979
3841	0.13	0.979
3842	0.13	0.979
3843	0.13	0.979
3844	0.13	0.979
3845	0.13	0.979
3846	0.13	0.979
3847	0.13	0.979
3848	0.13	0.979
3849	0.13	0.979
3850	0.13	0.979
3851	0.13	0.979
3852	0.13	0.979
3853	0.13	0.979
3854	0.13	0.979
3855	0.13	0.979
3856	0.13	0.979
3857	0.13	0.979
3858	0.129	0.979
3859	0.129	0.979
3860	0.129	0.979
3861	0.129	0.979
3862	0.129	0.979
3863	0.129	0.979
3864	0.129	0.979
3865	0.129	0.979
3866	0.129	0.979
3867	0.129	0.979
3868	0.129	0.979
3869	0.129	0.979
3870	0.129	0.98
3871	0.129	0.98
3872	0.129	0.98
3873	0.129	0.98
3874	0.129	0.98
3875	0.129	0.98
3876	0.129	0.98
3877	0.129	0.98
3878	0.129	0.98
3879	0.129	0.98
3880	0.129	0.98
3881	0.129	0.98
3882	0.129	0.98
3883	0.129	0.98
3884	0.129	0.98
3885	0.129	0.98
3886	0.129	0.98
3887	0.129	0.98
3888	0.129	0.98
3889	0.128	0.98
3890	0.128	0.98
3891	0.128	0.98
3892	0.128	0.98
3893	0.128	0.98
3894	0.128	0.98
3895	0.128	0.98
3896	0.128	0.98
3897	0.128	0.98
3898	0.128	0.98
3899	0.128	0.98
3900	0.128	0.98
3901	0.128	0.98
