R-C
f	тву	юву
1359	0.337	0.505
1360	0.337	0.505
1361	0.337	0.505
1362	0.337	0.504
1363	0.336	0.504
1364	0.336	0.504
1365	0.336	0.504
1366	0.336	0.503
1367	0.336	0.503
1368	0.335	0.503
1369	0.335	0.503
1370	0.335	0.502
1371	0.335	0.502
1372	0.335	0.502
1373	0.334	0.501
1374	0.334	0.501
1375	0.334	0.501
1376	0.334	0.501
1377	0.334	0.5
1378	0.333	0.5
1379	0.333	0.5
1380	0.333	0.5
1381	0.333	0.499
1382	0.333	0.499
1383	0.332	0.499
1384	0.332	0.498
1385	0.332	0.498
1386	0.332	0.498
1387	0.332	0.498
1388	0.331	0.497
1389	0.331	0.497
1390	0.331	0.497
1391	0.331	0.497
1392	0.331	0.496
1393	0.33	0.496
1394	0.33	0.496
1395	0.33	0.495
1396	0.33	0.495
1397	0.33	0.495
1398	0.329	0.495
1399	0.329	0.494
1400	0.329	0.494
1401	0.329	0.494
1402	0.329	0.494
1403	0.328	0.493
1404	0.328	0.493
1405	0.328	0.493
1406	0.328	0.493
1407	0.328	0.492
1408	0.327	0.492
1409	0.327	0.492
1410	0.327	0.492
1411	0.327	0.491
1412	0.327	0.491
1413	0.327	0.491
1414	0.326	0.49
1415	0.326	0.49
1416	0.326	0.49
1417	0.326	0.49
1418	0.326	0.489
1419	0.325	0.489
1420	0.325	0.489
1421	0.325	0.489
1422	0.325	0.488
1423	0.325	0.488
1424	0.324	0.488
1425	0.324	0.488
1426	0.324	0.487
1427	0.324	0.487
1428	0.324	0.487
1429	0.323	0.487
1430	0.323	0.486
1431	0.323	0.486
1432	0.323	0.486
1433	0.323	0.485
1434	0.323	0.485
1435	0.322	0.485
1436	0.322	0.485
1437	0.322	0.484
1438	0.322	0.484
1439	0.322	0.484
1440	0.321	0.484
1441	0.321	0.483
1442	0.321	0.483
1443	0.321	0.483
1444	0.321	0.483
1445	0.32	0.482
1446	0.32	0.482
1447	0.32	0.482
1448	0.32	0.482
1449	0.32	0.481
1450	0.32	0.481
1451	0.319	0.481
1452	0.319	0.481
1453	0.319	0.48
1454	0.319	0.48
1455	0.319	0.48
1456	0.318	0.48
1457	0.318	0.479
1458	0.318	0.479
1459	0.318	0.479
1460	0.318	0.479
1461	0.318	0.478
1462	0.317	0.478
1463	0.317	0.478
1464	0.317	0.478
1465	0.317	0.477
1466	0.317	0.477
1467	0.316	0.477
1468	0.316	0.477
1469	0.316	0.476
1470	0.316	0.476
1471	0.316	0.476
1472	0.316	0.476
1473	0.315	0.475
1474	0.315	0.475
1475	0.315	0.475
1476	0.315	0.475
1477	0.315	0.474
1478	0.314	0.474
1479	0.314	0.474
1480	0.314	0.474
1481	0.314	0.473
1482	0.314	0.473
1483	0.314	0.473
1484	0.313	0.473
1485	0.313	0.472
1486	0.313	0.472
1487	0.313	0.472
1488	0.313	0.472
1489	0.312	0.471
1490	0.312	0.471
1491	0.312	0.471
1492	0.312	0.471
1493	0.312	0.47
1494	0.312	0.47
1495	0.311	0.47
1496	0.311	0.47
1497	0.311	0.469
1498	0.311	0.469
1499	0.311	0.469
1500	0.311	0.469
1501	0.31	0.468
1502	0.31	0.468
1503	0.31	0.468
1504	0.31	0.468
1505	0.31	0.467
1506	0.309	0.467
1507	0.309	0.467
1508	0.309	0.467
1509	0.309	0.466
1510	0.309	0.466
1511	0.309	0.466
1512	0.308	0.466
1513	0.308	0.465
1514	0.308	0.465
1515	0.308	0.465
1516	0.308	0.465
1517	0.308	0.465
1518	0.307	0.464
1519	0.307	0.464
1520	0.307	0.464
1521	0.307	0.464
1522	0.307	0.463
1523	0.307	0.463
1524	0.306	0.463
1525	0.306	0.463
1526	0.306	0.462
1527	0.306	0.462
1528	0.306	0.462
1529	0.305	0.462
1530	0.305	0.461
1531	0.305	0.461
1532	0.305	0.461
1533	0.305	0.461
1534	0.305	0.46
1535	0.304	0.46
1536	0.304	0.46
1537	0.304	0.46
1538	0.304	0.46
1539	0.304	0.459
1540	0.304	0.459
1541	0.303	0.459
1542	0.303	0.459
1543	0.303	0.458
1544	0.303	0.458
1545	0.303	0.458
1546	0.303	0.458
1547	0.302	0.457
1548	0.302	0.457
1549	0.302	0.457
1550	0.302	0.457
1551	0.302	0.456
1552	0.302	0.456
1553	0.301	0.456
1554	0.301	0.456
1555	0.301	0.456
1556	0.301	0.455
1557	0.301	0.455
1558	0.301	0.455
1559	0.3	0.455
1560	0.3	0.454
1561	0.3	0.454
1562	0.3	0.454
1563	0.3	0.454
1564	0.3	0.453
1565	0.299	0.453
1566	0.299	0.453
1567	0.299	0.453
1568	0.299	0.453
1569	0.299	0.452
1570	0.299	0.452
1571	0.298	0.452
1572	0.298	0.452
1573	0.298	0.451
1574	0.298	0.451
1575	0.298	0.451
1576	0.298	0.451
1577	0.298	0.451
1578	0.297	0.45
1579	0.297	0.45
1580	0.297	0.45
1581	0.297	0.45
1582	0.297	0.449
1583	0.297	0.449
1584	0.296	0.449
1585	0.296	0.449
1586	0.296	0.448
1587	0.296	0.448
1588	0.296	0.448
1589	0.296	0.448
1590	0.295	0.448
1591	0.295	0.447
1592	0.295	0.447
1593	0.295	0.447
1594	0.295	0.447
1595	0.295	0.446
1596	0.294	0.446
1597	0.294	0.446
1598	0.294	0.446
1599	0.294	0.446
1600	0.294	0.445
1601	0.294	0.445
1602	0.294	0.445
1603	0.293	0.445
1604	0.293	0.444
1605	0.293	0.444
1606	0.293	0.444
1607	0.293	0.444
1608	0.293	0.444
1609	0.292	0.443
1610	0.292	0.443
1611	0.292	0.443
1612	0.292	0.443
1613	0.292	0.442
1614	0.292	0.442
1615	0.291	0.442
1616	0.291	0.442
1617	0.291	0.442
1618	0.291	0.441
1619	0.291	0.441
1620	0.291	0.441
1621	0.291	0.441
1622	0.29	0.44
1623	0.29	0.44
1624	0.29	0.44
1625	0.29	0.44
1626	0.29	0.44
1627	0.29	0.439
1628	0.289	0.439
1629	0.289	0.439
1630	0.289	0.439
1631	0.289	0.438
1632	0.289	0.438
1633	0.289	0.438
1634	0.289	0.438
1635	0.288	0.438
1636	0.288	0.437
1637	0.288	0.437
1638	0.288	0.437
1639	0.288	0.437
1640	0.288	0.437
1641	0.287	0.436
1642	0.287	0.436
1643	0.287	0.436
1644	0.287	0.436
1645	0.287	0.435
1646	0.287	0.435
1647	0.287	0.435
1648	0.286	0.435
1649	0.286	0.435
1650	0.286	0.434
1651	0.286	0.434
1652	0.286	0.434
1653	0.286	0.434
1654	0.285	0.434
1655	0.285	0.433
1656	0.285	0.433
1657	0.285	0.433
1658	0.285	0.433
1659	0.285	0.432
1660	0.285	0.432
1661	0.284	0.432
1662	0.284	0.432
1663	0.284	0.432
1664	0.284	0.431
1665	0.284	0.431
1666	0.284	0.431
1667	0.284	0.431
1668	0.283	0.431
1669	0.283	0.43
1670	0.283	0.43
1671	0.283	0.43
1672	0.283	0.43
1673	0.283	0.43
1674	0.283	0.429
1675	0.282	0.429
1676	0.282	0.429
1677	0.282	0.429
1678	0.282	0.428
1679	0.282	0.428
1680	0.282	0.428
1681	0.281	0.428
1682	0.281	0.428
1683	0.281	0.427
1684	0.281	0.427
1685	0.281	0.427
1686	0.281	0.427
1687	0.281	0.427
1688	0.28	0.426
1689	0.28	0.426
1690	0.28	0.426
1691	0.28	0.426
1692	0.28	0.426
1693	0.28	0.425
1694	0.28	0.425
1695	0.279	0.425
1696	0.279	0.425
1697	0.279	0.425
1698	0.279	0.424
1699	0.279	0.424
1700	0.279	0.424
1701	0.279	0.424
1702	0.278	0.424
1703	0.278	0.423
1704	0.278	0.423
1705	0.278	0.423
1706	0.278	0.423
1707	0.278	0.423
1708	0.278	0.422
1709	0.277	0.422
1710	0.277	0.422
1711	0.277	0.422
1712	0.277	0.422
1713	0.277	0.421
1714	0.277	0.421
1715	0.277	0.421
1716	0.276	0.421
1717	0.276	0.421
1718	0.276	0.42
1719	0.276	0.42
1720	0.276	0.42
1721	0.276	0.42
1722	0.276	0.419
1723	0.275	0.419
1724	0.275	0.419
1725	0.275	0.419
1726	0.275	0.419
1727	0.275	0.418
1728	0.275	0.418
1729	0.275	0.418
1730	0.274	0.418
1731	0.274	0.418
1732	0.274	0.417
1733	0.274	0.417
1734	0.274	0.417
1735	0.274	0.417
1736	0.274	0.417
1737	0.273	0.417
1738	0.273	0.416
1739	0.273	0.416
1740	0.273	0.416
1741	0.273	0.416
1742	0.273	0.416
1743	0.273	0.415
1744	0.273	0.415
1745	0.272	0.415
1746	0.272	0.415
1747	0.272	0.415
1748	0.272	0.414
1749	0.272	0.414
1750	0.272	0.414
1751	0.272	0.414
1752	0.271	0.414
1753	0.271	0.413
1754	0.271	0.413
1755	0.271	0.413
1756	0.271	0.413
1757	0.271	0.413
1758	0.271	0.412
1759	0.27	0.412
1760	0.27	0.412
1761	0.27	0.412
1762	0.27	0.412
1763	0.27	0.411
1764	0.27	0.411
1765	0.27	0.411
1766	0.27	0.411
1767	0.269	0.411
1768	0.269	0.41
1769	0.269	0.41
1770	0.269	0.41
1771	0.269	0.41
1772	0.269	0.41
1773	0.269	0.409
1774	0.268	0.409
1775	0.268	0.409
1776	0.268	0.409
1777	0.268	0.409
1778	0.268	0.409
1779	0.268	0.408
1780	0.268	0.408
1781	0.268	0.408
1782	0.267	0.408
1783	0.267	0.408
1784	0.267	0.407
1785	0.267	0.407
1786	0.267	0.407
1787	0.267	0.407
1788	0.267	0.407
1789	0.266	0.406
1790	0.266	0.406
1791	0.266	0.406
1792	0.266	0.406
1793	0.266	0.406
1794	0.266	0.405
1795	0.266	0.405
1796	0.266	0.405
1797	0.265	0.405
1798	0.265	0.405
1799	0.265	0.405
1800	0.265	0.404
1801	0.265	0.404
1802	0.265	0.404
1803	0.265	0.404
1804	0.264	0.404
1805	0.264	0.403
1806	0.264	0.403
1807	0.264	0.403
1808	0.264	0.403
1809	0.264	0.403
1810	0.264	0.402
1811	0.264	0.402
1812	0.263	0.402
1813	0.263	0.402
1814	0.263	0.402
1815	0.263	0.402
1816	0.263	0.401
1817	0.263	0.401
1818	0.263	0.401
1819	0.263	0.401
1820	0.262	0.401
1821	0.262	0.4
1822	0.262	0.4
1823	0.262	0.4
1824	0.262	0.4
1825	0.262	0.4
1826	0.262	0.4
1827	0.262	0.399
1828	0.261	0.399
1829	0.261	0.399
1830	0.261	0.399
1831	0.261	0.399
1832	0.261	0.398
1833	0.261	0.398
1834	0.261	0.398
1835	0.26	0.398
1836	0.26	0.398
1837	0.26	0.397
1838	0.26	0.397
1839	0.26	0.397
1840	0.26	0.397
1841	0.26	0.397
1842	0.26	0.397
1843	0.259	0.396
1844	0.259	0.396
1845	0.259	0.396
1846	0.259	0.396
1847	0.259	0.396
1848	0.259	0.396
1849	0.259	0.395
1850	0.259	0.395
1851	0.258	0.395
1852	0.258	0.395
1853	0.258	0.395
1854	0.258	0.394
1855	0.258	0.394
1856	0.258	0.394
1857	0.258	0.394
1858	0.258	0.394
1859	0.257	0.394
1860	0.257	0.393
1861	0.257	0.393
1862	0.257	0.393
1863	0.257	0.393
1864	0.257	0.393
1865	0.257	0.392
1866	0.257	0.392
1867	0.257	0.392
1868	0.256	0.392
1869	0.256	0.392
1870	0.256	0.392
1871	0.256	0.391
1872	0.256	0.391
1873	0.256	0.391
1874	0.256	0.391
1875	0.256	0.391
1876	0.255	0.391
1877	0.255	0.39
1878	0.255	0.39
1879	0.255	0.39
1880	0.255	0.39
1881	0.255	0.39
1882	0.255	0.389
1883	0.255	0.389
1884	0.254	0.389
1885	0.254	0.389
1886	0.254	0.389
1887	0.254	0.389
1888	0.254	0.388
1889	0.254	0.388
1890	0.254	0.388
1891	0.254	0.388
1892	0.253	0.388
1893	0.253	0.388
1894	0.253	0.387
1895	0.253	0.387
1896	0.253	0.387
1897	0.253	0.387
1898	0.253	0.387
1899	0.253	0.386
1900	0.253	0.386
1901	0.252	0.386
1902	0.252	0.386
1903	0.252	0.386
1904	0.252	0.386
1905	0.252	0.385
1906	0.252	0.385
1907	0.252	0.385
1908	0.252	0.385
1909	0.251	0.385
1910	0.251	0.385
1911	0.251	0.384
1912	0.251	0.384
1913	0.251	0.384
1914	0.251	0.384
1915	0.251	0.384
1916	0.251	0.384
1917	0.25	0.383
1918	0.25	0.383
1919	0.25	0.383
1920	0.25	0.383
1921	0.25	0.383
1922	0.25	0.383
1923	0.25	0.382
1924	0.25	0.382
1925	0.25	0.382
1926	0.249	0.382
1927	0.249	0.382
1928	0.249	0.382
1929	0.249	0.381
1930	0.249	0.381
1931	0.249	0.381
1932	0.249	0.381
1933	0.249	0.381
1934	0.249	0.381
1935	0.248	0.38
1936	0.248	0.38
1937	0.248	0.38
1938	0.248	0.38
1939	0.248	0.38
1940	0.248	0.38
1941	0.248	0.379
1942	0.248	0.379
1943	0.247	0.379
1944	0.247	0.379
1945	0.247	0.379
1946	0.247	0.379
1947	0.247	0.378
1948	0.247	0.378
1949	0.247	0.378
1950	0.247	0.378
1951	0.247	0.378
1952	0.246	0.378
1953	0.246	0.377
1954	0.246	0.377
1955	0.246	0.377
1956	0.246	0.377
1957	0.246	0.377
1958	0.246	0.377
1959	0.246	0.376
1960	0.246	0.376
1961	0.245	0.376
1962	0.245	0.376
1963	0.245	0.376
1964	0.245	0.376
1965	0.245	0.375
1966	0.245	0.375
1967	0.245	0.375
1968	0.245	0.375
1969	0.245	0.375
1970	0.244	0.375
1971	0.244	0.374
1972	0.244	0.374
1973	0.244	0.374
1974	0.244	0.374
1975	0.244	0.374
1976	0.244	0.374
1977	0.244	0.373
1978	0.244	0.373
1979	0.243	0.373
1980	0.243	0.373
1981	0.243	0.373
1982	0.243	0.373
1983	0.243	0.372
1984	0.243	0.372
1985	0.243	0.372
1986	0.243	0.372
1987	0.243	0.372
1988	0.242	0.372
1989	0.242	0.371
1990	0.242	0.371
1991	0.242	0.371
1992	0.242	0.371
1993	0.242	0.371
1994	0.242	0.371
1995	0.242	0.37
1996	0.242	0.37
1997	0.241	0.37
1998	0.241	0.37
1999	0.241	0.37
2000	0.241	0.37
2001	0.241	0.37
2002	0.241	0.369
2003	0.241	0.369
2004	0.241	0.369
2005	0.241	0.369
2006	0.24	0.369
2007	0.24	0.369
2008	0.24	0.368
2009	0.24	0.368
2010	0.24	0.368
2011	0.24	0.368
2012	0.24	0.368
2013	0.24	0.368
2014	0.24	0.367
2015	0.239	0.367
2016	0.239	0.367
2017	0.239	0.367
2018	0.239	0.367
2019	0.239	0.367
2020	0.239	0.367
2021	0.239	0.366
2022	0.239	0.366
2023	0.239	0.366
2024	0.238	0.366
2025	0.238	0.366
2026	0.238	0.366
2027	0.238	0.365
2028	0.238	0.365
2029	0.238	0.365
2030	0.238	0.365
2031	0.238	0.365
2032	0.238	0.365
2033	0.238	0.364
2034	0.237	0.364
2035	0.237	0.364
2036	0.237	0.364
2037	0.237	0.364
2038	0.237	0.364
2039	0.237	0.364
2040	0.237	0.363
2041	0.237	0.363
2042	0.237	0.363
2043	0.236	0.363
2044	0.236	0.363
2045	0.236	0.363
2046	0.236	0.362
2047	0.236	0.362
2048	0.236	0.362
2049	0.236	0.362
2050	0.236	0.362
2051	0.236	0.362
2052	0.236	0.362
2053	0.235	0.361
2054	0.235	0.361
2055	0.235	0.361
2056	0.235	0.361
2057	0.235	0.361
2058	0.235	0.361
2059	0.235	0.36
2060	0.235	0.36
2061	0.235	0.36
2062	0.234	0.36
2063	0.234	0.36
2064	0.234	0.36
2065	0.234	0.36
2066	0.234	0.359
2067	0.234	0.359
2068	0.234	0.359
2069	0.234	0.359
2070	0.234	0.359
2071	0.234	0.359
2072	0.233	0.359
2073	0.233	0.358
2074	0.233	0.358
2075	0.233	0.358
2076	0.233	0.358
2077	0.233	0.358
2078	0.233	0.358
2079	0.233	0.357
2080	0.233	0.357
2081	0.233	0.357
2082	0.232	0.357
2083	0.232	0.357
2084	0.232	0.357
2085	0.232	0.357
2086	0.232	0.356
2087	0.232	0.356
2088	0.232	0.356
2089	0.232	0.356
2090	0.232	0.356
2091	0.232	0.356
2092	0.231	0.356
2093	0.231	0.355
2094	0.231	0.355
2095	0.231	0.355
2096	0.231	0.355
2097	0.231	0.355
2098	0.231	0.355
2099	0.231	0.354
2100	0.231	0.354
2101	0.23	0.354
2102	0.23	0.354
2103	0.23	0.354
2104	0.23	0.354
2105	0.23	0.354
2106	0.23	0.353
2107	0.23	0.353
2108	0.23	0.353
2109	0.23	0.353
2110	0.23	0.353
2111	0.229	0.353
2112	0.229	0.353
2113	0.229	0.352
2114	0.229	0.352
2115	0.229	0.352
2116	0.229	0.352
2117	0.229	0.352
2118	0.229	0.352
2119	0.229	0.352
2120	0.229	0.351
2121	0.229	0.351
2122	0.228	0.351
2123	0.228	0.351
2124	0.228	0.351
2125	0.228	0.351
2126	0.228	0.351
2127	0.228	0.35
2128	0.228	0.35
2129	0.228	0.35
2130	0.228	0.35
2131	0.228	0.35
2132	0.227	0.35
2133	0.227	0.35
2134	0.227	0.349
2135	0.227	0.349
2136	0.227	0.349
2137	0.227	0.349
2138	0.227	0.349
2139	0.227	0.349
2140	0.227	0.349
2141	0.227	0.348
2142	0.226	0.348
2143	0.226	0.348
2144	0.226	0.348
2145	0.226	0.348
2146	0.226	0.348
2147	0.226	0.348
2148	0.226	0.347
2149	0.226	0.347
2150	0.226	0.347
2151	0.226	0.347
2152	0.225	0.347
2153	0.225	0.347
2154	0.225	0.347
2155	0.225	0.346
2156	0.225	0.346
2157	0.225	0.346
2158	0.225	0.346
2159	0.225	0.346
2160	0.225	0.346
2161	0.225	0.346
2162	0.225	0.345
2163	0.224	0.345
2164	0.224	0.345
2165	0.224	0.345
2166	0.224	0.345
2167	0.224	0.345
2168	0.224	0.345
2169	0.224	0.344
2170	0.224	0.344
2171	0.224	0.344
2172	0.224	0.344
2173	0.223	0.344
2174	0.223	0.344
2175	0.223	0.344
2176	0.223	0.343
2177	0.223	0.343
2178	0.223	0.343
2179	0.223	0.343
2180	0.223	0.343
2181	0.223	0.343
2182	0.223	0.343
2183	0.223	0.342
2184	0.222	0.342
2185	0.222	0.342
2186	0.222	0.342
2187	0.222	0.342
2188	0.222	0.342
2189	0.222	0.342
2190	0.222	0.342
2191	0.222	0.341
2192	0.222	0.341
2193	0.222	0.341
2194	0.222	0.341
2195	0.221	0.341
2196	0.221	0.341
2197	0.221	0.341
2198	0.221	0.34
2199	0.221	0.34
2200	0.221	0.34
2201	0.221	0.34
2202	0.221	0.34
2203	0.221	0.34
2204	0.221	0.34
2205	0.22	0.339
2206	0.22	0.339
2207	0.22	0.339
2208	0.22	0.339
2209	0.22	0.339
2210	0.22	0.339
2211	0.22	0.339
2212	0.22	0.339
2213	0.22	0.338
2214	0.22	0.338
2215	0.22	0.338
2216	0.219	0.338
2217	0.219	0.338
2218	0.219	0.338
2219	0.219	0.338
2220	0.219	0.337
2221	0.219	0.337
2222	0.219	0.337
2223	0.219	0.337
2224	0.219	0.337
2225	0.219	0.337
2226	0.219	0.337
2227	0.218	0.336
2228	0.218	0.336
2229	0.218	0.336
2230	0.218	0.336
2231	0.218	0.336
2232	0.218	0.336
2233	0.218	0.336
2234	0.218	0.336
2235	0.218	0.335
2236	0.218	0.335
2237	0.218	0.335
2238	0.217	0.335
2239	0.217	0.335
2240	0.217	0.335
2241	0.217	0.335
2242	0.217	0.334
2243	0.217	0.334
2244	0.217	0.334
2245	0.217	0.334
2246	0.217	0.334
2247	0.217	0.334
2248	0.217	0.334
2249	0.217	0.334
2250	0.216	0.333
2251	0.216	0.333
2252	0.216	0.333
2253	0.216	0.333
2254	0.216	0.333
2255	0.216	0.333
2256	0.216	0.333
2257	0.216	0.333
2258	0.216	0.332
2259	0.216	0.332
2260	0.216	0.332
2261	0.215	0.332
2262	0.215	0.332
2263	0.215	0.332
2264	0.215	0.332
2265	0.215	0.331
2266	0.215	0.331
2267	0.215	0.331
2268	0.215	0.331
2269	0.215	0.331
2270	0.215	0.331
2271	0.215	0.331
2272	0.214	0.331
2273	0.214	0.33
2274	0.214	0.33
2275	0.214	0.33
2276	0.214	0.33
2277	0.214	0.33
2278	0.214	0.33
2279	0.214	0.33
2280	0.214	0.33
2281	0.214	0.329
2282	0.214	0.329
2283	0.214	0.329
2284	0.213	0.329
2285	0.213	0.329
2286	0.213	0.329
2287	0.213	0.329
2288	0.213	0.329
2289	0.213	0.328
2290	0.213	0.328
2291	0.213	0.328
2292	0.213	0.328
2293	0.213	0.328
2294	0.213	0.328
2295	0.212	0.328
2296	0.212	0.327
2297	0.212	0.327
2298	0.212	0.327
2299	0.212	0.327
2300	0.212	0.327
2301	0.212	0.327
2302	0.212	0.327
2303	0.212	0.327
2304	0.212	0.326
2305	0.212	0.326
2306	0.212	0.326
2307	0.211	0.326
2308	0.211	0.326
2309	0.211	0.326
2310	0.211	0.326
2311	0.211	0.326
2312	0.211	0.325
2313	0.211	0.325
2314	0.211	0.325
2315	0.211	0.325
2316	0.211	0.325
2317	0.211	0.325
2318	0.211	0.325
2319	0.21	0.325
2320	0.21	0.324
2321	0.21	0.324
2322	0.21	0.324
2323	0.21	0.324
2324	0.21	0.324
2325	0.21	0.324
2326	0.21	0.324
2327	0.21	0.324
2328	0.21	0.323
2329	0.21	0.323
2330	0.21	0.323
2331	0.209	0.323
2332	0.209	0.323
2333	0.209	0.323
2334	0.209	0.323
2335	0.209	0.323
2336	0.209	0.322
2337	0.209	0.322
2338	0.209	0.322
2339	0.209	0.322
2340	0.209	0.322
2341	0.209	0.322
2342	0.209	0.322
2343	0.208	0.322
2344	0.208	0.321
2345	0.208	0.321
2346	0.208	0.321
2347	0.208	0.321
2348	0.208	0.321
2349	0.208	0.321
2350	0.208	0.321
2351	0.208	0.321
2352	0.208	0.32
2353	0.208	0.32
2354	0.208	0.32
2355	0.207	0.32
2356	0.207	0.32
2357	0.207	0.32
2358	0.207	0.32
2359	0.207	0.32
2360	0.207	0.32
2361	0.207	0.319
2362	0.207	0.319
2363	0.207	0.319
2364	0.207	0.319
2365	0.207	0.319
2366	0.207	0.319
2367	0.206	0.319
2368	0.206	0.319
2369	0.206	0.318
2370	0.206	0.318
2371	0.206	0.318
2372	0.206	0.318
2373	0.206	0.318
2374	0.206	0.318
2375	0.206	0.318
2376	0.206	0.318
2377	0.206	0.317
2378	0.206	0.317
2379	0.206	0.317
2380	0.205	0.317
2381	0.205	0.317
2382	0.205	0.317
2383	0.205	0.317
2384	0.205	0.317
2385	0.205	0.317
2386	0.205	0.316
2387	0.205	0.316
2388	0.205	0.316
2389	0.205	0.316
2390	0.205	0.316
2391	0.205	0.316
2392	0.204	0.316
2393	0.204	0.316
2394	0.204	0.315
2395	0.204	0.315
2396	0.204	0.315
2397	0.204	0.315
2398	0.204	0.315
2399	0.204	0.315
2400	0.204	0.315
2401	0.204	0.315
2402	0.204	0.314
2403	0.204	0.314
2404	0.204	0.314
2405	0.203	0.314
2406	0.203	0.314
2407	0.203	0.314
2408	0.203	0.314
2409	0.203	0.314
2410	0.203	0.314
2411	0.203	0.313
2412	0.203	0.313
2413	0.203	0.313
2414	0.203	0.313
2415	0.203	0.313
2416	0.203	0.313
2417	0.202	0.313
2418	0.202	0.313
2419	0.202	0.312
2420	0.202	0.312
2421	0.202	0.312
2422	0.202	0.312
2423	0.202	0.312
2424	0.202	0.312
2425	0.202	0.312
2426	0.202	0.312
2427	0.202	0.312
2428	0.202	0.311
2429	0.202	0.311
2430	0.201	0.311
2431	0.201	0.311
2432	0.201	0.311
2433	0.201	0.311
2434	0.201	0.311
2435	0.201	0.311
2436	0.201	0.311
2437	0.201	0.31
2438	0.201	0.31
2439	0.201	0.31
2440	0.201	0.31
2441	0.201	0.31
2442	0.201	0.31
2443	0.2	0.31
2444	0.2	0.31
2445	0.2	0.309
2446	0.2	0.309
2447	0.2	0.309
2448	0.2	0.309
2449	0.2	0.309
2450	0.2	0.309
2451	0.2	0.309
2452	0.2	0.309
2453	0.2	0.309
2454	0.2	0.308
2455	0.2	0.308
2456	0.199	0.308
2457	0.199	0.308
2458	0.199	0.308
2459	0.199	0.308
2460	0.199	0.308
2461	0.199	0.308
2462	0.199	0.308
2463	0.199	0.307
2464	0.199	0.307
2465	0.199	0.307
2466	0.199	0.307
2467	0.199	0.307
2468	0.199	0.307
2469	0.198	0.307
2470	0.198	0.307
2471	0.198	0.307
2472	0.198	0.306
2473	0.198	0.306
2474	0.198	0.306
2475	0.198	0.306
2476	0.198	0.306
2477	0.198	0.306
2478	0.198	0.306
2479	0.198	0.306
2480	0.198	0.306
2481	0.198	0.305
2482	0.198	0.305
2483	0.197	0.305
2484	0.197	0.305
2485	0.197	0.305
2486	0.197	0.305
2487	0.197	0.305
2488	0.197	0.305
2489	0.197	0.305
2490	0.197	0.304
2491	0.197	0.304
2492	0.197	0.304
2493	0.197	0.304
2494	0.197	0.304
2495	0.197	0.304
2496	0.196	0.304
2497	0.196	0.304
2498	0.196	0.304
2499	0.196	0.303
2500	0.196	0.303
2501	0.196	0.303
2502	0.196	0.303
2503	0.196	0.303
2504	0.196	0.303
2505	0.196	0.303
2506	0.196	0.303
2507	0.196	0.303
2508	0.196	0.302
2509	0.196	0.302
2510	0.195	0.302
2511	0.195	0.302
2512	0.195	0.302
2513	0.195	0.302
2514	0.195	0.302
2515	0.195	0.302
2516	0.195	0.302
2517	0.195	0.301
2518	0.195	0.301
2519	0.195	0.301
2520	0.195	0.301
2521	0.195	0.301
2522	0.195	0.301
2523	0.195	0.301
2524	0.194	0.301
2525	0.194	0.301
2526	0.194	0.3
2527	0.194	0.3
2528	0.194	0.3
2529	0.194	0.3
2530	0.194	0.3
2531	0.194	0.3
2532	0.194	0.3
2533	0.194	0.3
2534	0.194	0.3
2535	0.194	0.3
2536	0.194	0.299
2537	0.193	0.299
2538	0.193	0.299
2539	0.193	0.299
2540	0.193	0.299
2541	0.193	0.299
2542	0.193	0.299
2543	0.193	0.299
2544	0.193	0.299
2545	0.193	0.298
2546	0.193	0.298
2547	0.193	0.298
2548	0.193	0.298
2549	0.193	0.298
2550	0.193	0.298
2551	0.193	0.298
2552	0.192	0.298
2553	0.192	0.298
2554	0.192	0.297
2555	0.192	0.297
2556	0.192	0.297
2557	0.192	0.297
2558	0.192	0.297
2559	0.192	0.297
2560	0.192	0.297
2561	0.192	0.297
2562	0.192	0.297
2563	0.192	0.297
2564	0.192	0.296
2565	0.192	0.296
2566	0.191	0.296
2567	0.191	0.296
2568	0.191	0.296
2569	0.191	0.296
2570	0.191	0.296
2571	0.191	0.296
2572	0.191	0.296
2573	0.191	0.295
2574	0.191	0.295
2575	0.191	0.295
2576	0.191	0.295
2577	0.191	0.295
2578	0.191	0.295
2579	0.191	0.295
2580	0.19	0.295
2581	0.19	0.295
2582	0.19	0.295
2583	0.19	0.294
2584	0.19	0.294
2585	0.19	0.294
2586	0.19	0.294
2587	0.19	0.294
2588	0.19	0.294
2589	0.19	0.294
2590	0.19	0.294
2591	0.19	0.294
2592	0.19	0.293
2593	0.19	0.293
2594	0.189	0.293
2595	0.189	0.293
2596	0.189	0.293
2597	0.189	0.293
2598	0.189	0.293
2599	0.189	0.293
2600	0.189	0.293
2601	0.189	0.293
2602	0.189	0.292
2603	0.189	0.292
2604	0.189	0.292
2605	0.189	0.292
2606	0.189	0.292
2607	0.189	0.292
2608	0.189	0.292
2609	0.188	0.292
2610	0.188	0.292
2611	0.188	0.292
2612	0.188	0.291
2613	0.188	0.291
2614	0.188	0.291
2615	0.188	0.291
2616	0.188	0.291
2617	0.188	0.291
2618	0.188	0.291
2619	0.188	0.291
2620	0.188	0.291
2621	0.188	0.291
2622	0.188	0.29
2623	0.188	0.29
2624	0.187	0.29
2625	0.187	0.29
2626	0.187	0.29
2627	0.187	0.29
2628	0.187	0.29
2629	0.187	0.29
